Image no,Image name,Previous high tidal height/m,Instantaneous tidal height/m
379,LT05_120035_20090221.tif,0.64837,-1.132292878
380,LE07_120035_20090301.tif,1.482303333,0.024411752
381,LT05_120035_20090309.tif,1.34286,-2.042266365
382,LE07_120035_20090317.tif,0.967016667,0.742269081
383,LT05_120035_20090325.tif,1.210083333,-1.699794722
384,LE07_120035_20090402.tif,1.022726667,0.925412944
385,LT05_120035_20090410.tif,1.583903333,-1.353999811
386,LT05_120035_20090426.tif,1.694146667,-1.081078272
387,LE07_120035_20090504.tif,1.282553333,0.064272548
388,LT05_120035_20090512.tif,1.51756,0.142260833
389,LT05_120035_20090613.tif,1.252496667,0.946904057
390,LT05_120035_20090629.tif,1.78186,1.548764971
391,LT05_120035_20090715.tif,1.44138,1.381505829
392,LT05_120035_20090731.tif,1.12155,0.63967588
393,LT05_120035_20090816.tif,1.140086667,0.715364139
394,LT05_120035_20090901.tif,1.227086667,-0.176944179
395,LE07_120035_20090909.tif,1.70103,0.309103189
396,LT05_120035_20090917.tif,1.888603333,-0.957412024
397,LT05_120035_20091003.tif,1.54906,-1.199317062
398,LT05_120035_20091019.tif,1.735916667,-1.558329007
399,LE07_120035_20091027.tif,0.77218,0.380620077
400,LT05_120035_20091120.tif,1.506796667,-0.830352418
401,LT05_120035_20091206.tif,1.62945,-0.278161792
402,LE07_120035_20091230.tif,1.06277,-1.73913391
403,LT05_120035_20100123.tif,0.98682,0.620235496
404,LE07_120035_20100131.tif,1.76553,-2.220957542
405,LE07_120035_20100216.tif,1.260783333,-1.0583393
406,LT05_120035_20100312.tif,0.82728,-1.185202032
407,LT05_120035_20100413.tif,1.281813333,-1.464012266
408,LT05_120035_20100429.tif,1.663936667,-1.163298386
409,LE07_120035_20100507.tif,0.886943333,0.531085032
410,LE07_120035_20100726.tif,1.67358,-0.535591188
411,LT05_120035_20100803.tif,1.37571,1.267854497
412,LE07_120035_20100912.tif,2.05648,0.149915414
413,LT05_120035_20100920.tif,1.296463333,-0.469113693
414,LE07_120035_20100928.tif,1.522996667,0.053455538
415,LT05_120035_20101006.tif,1.79902,-1.187068477
416,LT05_120035_20101022.tif,1.447676667,-1.472564059
417,LE07_120035_20101030.tif,1.05253,0.648911599
418,LE07_120035_20101115.tif,0.82014,0.246229422
419,LE07_120035_20101201.tif,1.179903333,0.097109434
420,LT05_120035_20101209.tif,1.5698,-0.735130735
421,LE07_120035_20101217.tif,0.89155,-0.683431194
422,LT05_120035_20101225.tif,1.57302,-0.277737163
423,LE07_120035_20110102.tif,1.09712,-1.767708637
424,LT05_120035_20110110.tif,1.07892,0.270589728
425,LT05_120035_20110126.tif,1.30579,0.856952953
426,LE07_120035_20110203.tif,1.35166,-1.931334644
427,LT05_120035_20110211.tif,0.86866,0.568855248
428,LE07_120035_20110307.tif,1.330353333,-0.844766525
429,LE07_120035_20110323.tif,1.731836667,0.053909648
430,LT05_120035_20110331.tif,1.006683333,-1.18181051
431,LE07_120035_20110408.tif,1.280126667,0.271850955
432,LT05_120035_20110416.tif,1.515683333,-1.562091309
433,LT05_120035_20110518.tif,1.81004,-0.967093803
434,LE07_120035_20110611.tif,1.456353333,0.72445209
435,LE07_120035_20110627.tif,1.16893,0.126222701
436,LE07_120035_20110713.tif,1.54416,-0.481837214
437,LT05_120035_20110721.tif,1.45563,1.172139244
438,LE07_120035_20110729.tif,1.44844,-0.438378776
439,LE07_120035_20110814.tif,1.81687,-0.701831232
440,LT05_120035_20110822.tif,1.243446667,1.100607923
441,LT05_120035_20110923.tif,0.981423333,0.246187533
442,LE07_120035_20111017.tif,1.353413333,-0.059127709
443,LE07_120035_20111102.tif,1.382933333,0.825120367
444,LE07_120035_20111204.tif,0.855463333,0.124913389
445,LE07_120035_20120105.tif,0.79959,-0.864312315
446,LE07_120035_20120121.tif,1.11714,-1.840055487
447,LE07_120035_20120309.tif,1.70546,-1.920238453
448,LE07_120035_20120325.tif,1.390113333,-0.589611289
449,LE07_120035_20120426.tif,1.220996667,0.474944641
450,LE07_120035_20120528.tif,1.197416667,1.18430984
451,LE07_120035_20120816.tif,1.516656667,-0.589641805
452,LE07_120035_20120901.tif,1.938526667,-1.003037694
453,LE07_120035_20120917.tif,2.012333333,-1.257400137
454,LE07_120035_20121104.tif,1.242776667,-0.066231314
455,LE07_120035_20121206.tif,0.97803,0.53186258
456,LE07_120035_20130107.tif,0.98896,0.119860852
457,LE07_120035_20130123.tif,0.75026,-1.03820225
458,LC08_119035_20130320.tif,0.701456667,0.496091099
459,LC08_120035_20130407.tif,1.236413333,-1.047676156
460,LE07_120035_20130413.tif,1.496693333,-0.330553365
461,LC08_120035_20130421.tif,0.84193,-0.151306333
462,LE07_120035_20130515.tif,1.20835,0.694498988
463,LE07_120035_20130819.tif,1.709876667,-0.591607551
464,LC08_120035_20130827.tif,1.40658,1.092405661
465,LE07_120035_20131006.tif,1.77503,-1.393766061
466,LE07_120035_20131022.tif,1.650636667,-0.688990169
467,LE07_120035_20131107.tif,1.734996667,-0.484286655
468,LC08_120035_20131115.tif,1.35737,-1.286202966
469,LC08_120035_20131201.tif,1.343153333,-1.512221347
470,LC08_120035_20131217.tif,1.30581,-1.965296675
471,LC08_120035_20140102.tif,1.63928,-2.333421961
472,LC08_120035_20140118.tif,1.2776,-1.368682928
473,LE07_120035_20140126.tif,0.83526,0.060211047
474,LE07_120035_20140211.tif,0.74555,-1.191621518
475,LC08_120035_20140219.tif,1.318243333,-0.197367228
476,LC08_120035_20140307.tif,1.161763333,0.77697273
477,LE07_120035_20140315.tif,1.13926,-1.665961662
478,LC08_120035_20140424.tif,1.18109,0.37339939
479,LE07_120035_20140502.tif,1.622496667,-0.053049176
480,LC08_120035_20140510.tif,0.990773333,-0.12924552
481,LE07_120035_20140518.tif,1.74352,0.42738687
482,LC08_120035_20140526.tif,1.420793333,-0.797764655
483,LC08_120035_20140611.tif,1.421023333,-0.685662863
484,LC08_120035_20140627.tif,1.66,-0.75766383
485,LC08_120035_20140713.tif,2.07393,-0.819274053
486,LC08_120035_20140729.tif,1.67835,-0.148556446
487,LC08_120035_20140830.tif,1.6253,0.391381195
488,LC08_120035_20141001.tif,1.219106667,0.836575553
489,LC08_120035_20141017.tif,0.932853333,0.524618714
490,LE07_120035_20141025.tif,1.576976667,-1.479066914
491,LC08_120035_20141102.tif,1.232463333,0.372679556
492,LE07_120035_20141110.tif,1.699496667,-0.770861425
493,LC08_120035_20141118.tif,1.01795,-0.487445926
494,LE07_120035_20141126.tif,1.579866667,-0.592996774
495,LC08_120035_20141204.tif,1.352423333,-1.440593953
