Image no,Image name,Date,Tidal height,H1-Waterline,H1-Bar,H1-Breaker,H2-Waterline,H2-Bar,H2-Breaker,H3-Waterline,H3-Breaker,H4-Waterline,H4-Breaker
695,20180519T023549_20180519T024502_T51STV.tif,2018/5/19,0.262214186,196.8417,,,190.6117,,,179.6058,,177.1954,
696,LC08_120035_20180521.tif,2018/5/21,1.255221116,176.4286,,,,,,177.048,,177.8832,
697,20180527T024551_20180527T025723_T51STV.tif,2018/5/27,-0.619857067,194.9674,,,191.7323,,,,,,
698,20180601T024539_20180601T025121_T51STV.tif,2018/6/1,-0.3539799,204.2016,,,202.4737,,,197.403,,249.9889,
699,20180603T023651_20180603T024534_T51STV.tif,2018/6/3,0.4322283,187.8831,,,185.4462,,,176.2979,,172.8582,
700,20180606T024651_20180606T025556_T51STV.tif,2018/6/6,1.0535524,,,,184,,,174.5263,,173.9904,
701,20180608T023549_20180608T024118_T51STV.tif,2018/6/8,0.897808178,192.7621,,,,,,,,,
702,20180611T024549_20180611T025246_T51STV.tif,2018/6/11,-0.079618206,202.8602,,,200,,,192.3233,253.7723,188.2945,
703,20180613T023551_20180613T024256_T51STV.tif,2018/6/13,-0.89234345,208.4099,,400.4031,224,,377.8702,305.5134,,314.6323,
704,20180621T024549_20180621T025018_T51STV.tif,2018/6/21,1.406773303,187.8831,,,185,,,174.6619,,179.5303,
705,20180623T023551_20180623T024431_T51STV.tif,2018/6/23,0.5985,189.289,,,184,,,169.4465,,169.4932,
706,LE07_120035_20180630.tif,2018/6/30,-0.4028523,181.077,,,,,,,,188.8703,
707,20180703T023551_20180703T024121_T51STV.tif,2018/7/3,0.630396375,195.9045,,,189,,,183,,172,
708,20180706T024551_20180706T025126_T51STV.tif,2018/7/6,1.250805017,189.0225,,,181,,,177,,174.9819,
709,20180726T024551_20180726T025126_T51STV.tif,2018/7/26,-0.420472492,204.266,,,201,,,200.0963,,,
710,20180728T023549_20180728T024645_T51STV.tif,2018/7/28,-0.592366606,204.3303,,,,,,,,,
711,20180731T024539_20180731T025114_T51STV.tif,2018/7/31,-0.071293775,201.6565,,,203.2117,,,199.9246,,188.7808,242.8854
712,20180802T023551_20180802T024121_T51STV.tif,2018/8/2,0.692452625,187.4146,,,183.0409,,,172.3118,,173.7281,
713,20180807T023549_20180807T024116_T51STV.tif,2018/8/7,0.946608819,192.6979,,,187,,,177,,177.0738,
714,20180810T024539_20180810T025301_T51STV.tif,2018/8/10,-0.441076992,212.0853,,,223.2732,,,243.7347,295.082,281.962,
715,20180822T023551_20180822T024441_T51STV.tif,2018/8/22,0.291709475,182.802,,,185.2548,,,183.836,,171.8986,
716,LC08_120035_20180825.tif,2018/8/25,-0.533404533,181.7161,,,212.5587,,,240.7785,,279.8735,
717,20180825T024551_20180825T025135_T51STV.tif,2018/8/25,-0.555922357,207.4083,,,216.7955,,,249.5284,,258.1069,
718,20180830T024539_20180830T025025_T51STV.tif,2018/8/30,-0.187738617,208.5477,,,207.9127,,,208.8549,,197.9799,273.6086
719,20180901T023551_20180901T024119_T51STV.tif,2018/9/1,0.540012,185.1451,,,180.6356,,,178.9913,,171.8281,
720,LE07_120035_20180902.tif,2018/9/2,0.847289665,182.7185,,,194.1466,,,180.7202,,186.853,
721,20180904T024541_20180904T025134_T51STV.tif,2018/9/4,1.021147114,181.3319,,,182,,,166.753,,173.0308,
722,20180909T024539_20180909T025224_T51STV.tif,2018/9/9,-1.044653158,229.1389,,,239,,,328.6613,,345.2427,
723,LE07_120035_20180918.tif,2018/9/18,0.794024453,188.5573,,,194.7617,,,185.2929,,,
724,LC08_120035_20180926.tif,2018/9/26,-1.092498192,,,,,,,,,,
725,20180926T023539_20180926T024041_T51STV.tif,2018/9/26,-1.093638009,219.3073,,364.6852,230.926,,358.7038,311.1714,374.2231,329.9281,
726,20180929T024539_20180929T024837_T51STV.tif,2018/9/29,-0.470631633,205.8005,,,214.117,,232.0211,215.2993,340.5995,243.3165,333.1759
727,20181001T023551_20181001T024128_T51STV.tif,2018/10/1,0.336720425,197.1083,,,197.2807,,,198.4242,,182.4218,246.795
728,LE07_120035_20181004.tif,2018/10/4,0.651938292,173.5094,,,180.2076,,,171.2605,,176.8605,
729,20181004T024541_20181004T025132_T51STV.tif,2018/10/4,0.60755363,186.7438,,,181.0182,,,183,193.5859,175.1739,
730,20181011T023621_20181011T024203_T51STV.tif,2018/10/11,-1.407927333,218,283.0284,,,,,354.5388,,351.3584,
731,LC08_120035_20181012.tif,2018/10/12,-0.995768363,192.3721,,,214.1034,,,263.3264,,308.3893,
732,20181016T023659_20181016T024616_T51STV.tif,2018/10/16,0.484141489,196.3732,,,195,,,194,,180,
733,20181019T024719_20181019T025734_T51STV.tif,2018/10/19,0.350392081,200.3885,,,199,,,193.7875,,186.4458,
734,LE07_120035_20181020.tif,2018/10/20,-0.014099636,,,,,,,,,,
735,20181024T024751_20181024T024908_T51STV.tif,2018/10/24,-1.421869825,225.3256,256.4833,,,,,371.8929,410.3451,361.1847,399.2076
736,20181026T023759_20181026T024301_T51STV.tif,2018/10/26,-1.606593856,239.7698,299.1448,,,,,373.6643,,368.6245,
737,LC08_120035_20181028.tif,2018/10/28,-0.976325223,201.2553,,,210.409,,,280.7319,,324.1952,
738,20181029T024819_20181029T025219_T51STV.tif,2018/10/29,-0.595397961,219.1052,,364.9185,233.3587,,339.2299,271.691,307.4302,267.2741,
739,20181031T023831_20181031T024359_T51STV.tif,2018/10/31,0.490562608,200.655,,,198.4833,,,202,,181.8461,
740,20181103T024851_20181103T025337_T51STV.tif,2018/11/3,0.286930033,202.1895,,,196.7341,,,194.2304,,182.9783,
741,20181110T023921_20181110T023920_T51STV.tif,2018/11/10,-1.535587717,224.7928,,371.937,233.222,273.6456,370.8749,353.5174,376.3564,347.4051,367.6731
742,LC08_120035_20181113.tif,2018/11/13,-0.391889508,184.9988,,,,,,200.7858,,206.0685,
743,20181113T024941_20181113T025427_T51STV.tif,2018/11/13,-0.265375376,206.7376,,,212,,,211,,232.6526,
744,20181120T024001_20181120T024004_T51STV.tif,2018/11/20,-0.745786067,208.6121,,,215.5109,,,255.5662,,249.4835,339.7695
745,20181123T025021_20181123T025206_T51STV.tif,2018/11/23,-1.933008333,231.7483,250.6028,426.7172,,,422.8322,380.8591,407.7065,379.1158,410.7576
746,20181128T025039_20181128T025631_T51STV.tif,2018/11/28,-0.355697683,211.1481,,,215,,,217.6853,,240.1628,
747,20181210T024101_20181210T024102_T51STV.tif,2018/12/10,-1.567777158,214.4283,,,222.344,,,299.6834,,331.5658,
748,20181213T025111_20181213T025601_T51STV.tif,2018/12/13,-0.444694347,203.5953,,,210,,,204.4259,,228.8015,257.7403
749,20181215T024109_20181215T024111_T51STV.tif,2018/12/15,0.167644617,201.4543,,,190.3384,,,182.7422,,,
750,20181218T025119_20181218T025524_T51STV.tif,2018/12/18,-0.061611947,200.593,,,201.2301,,225.4358,197.4998,,186.9974,261.0126
751,20181223T025121_20181223T025608_T51STV.tif,2018/12/23,-2.297211208,226.5719,253.0092,,,,,385.5734,,394.0192,
752,LE07_120035_20181223.tif,2018/12/23,-2.26574161,,,,,,,,,,
753,20181228T025119_20181228T025711_T51STV.tif,2018/12/28,0.062753828,208.6097,,,211.3201,,229.4074,209.3597,258.6114,237.8096,271.8845
754,20181230T024111_20181230T024113_T51STV.tif,2018/12/30,0.577481689,190.1412,,,180.6629,,,172.8309,,175.478,
755,LC08_120035_20181231.tif,2018/12/31,0.29489845,185.6379,,,190.9124,,,182.1915,,181.66,217.5104
756,20190102T025111_20190102T025653_T51STV.tif,2019/1/2,-0.642593125,204.7551,,,212.1629,,,247.7865,,284.3655,
757,LE07_120035_20190108.tif,2019/1/8,-1.707418199,198.1298,,,214.2355,,,,,,
758,20190114T024049_20190114T024047_T51STV.tif,2019/1/14,0.291291681,198.6218,,,191.9146,,,184.3744,,179.9007,
759,LC08_120035_20190116.tif,2019/1/16,0.103810384,190.2516,,,197.8365,,,196.9898,,182.5154,
760,20190117T025029_20190117T025524_T51STV.tif,2019/1/17,-0.153799628,204.144,,,203.69,,,204.2464,,189.5306,231.1198
761,20190122T025021_20190122T025019_T51STV.tif,2019/1/22,-2.510282808,231.2797,256.3923,,,,,400.7711,,406.5485,430.9958
762,20190124T024009_20190124T024733_T51STV.tif,2019/1/24,-1.488660017,215.2086,,,219.5651,,,293.434,,325.2235,
763,LE07_120035_20190124.tif,2019/1/24,-1.344038929,203.6804,,,,,,,,,
764,20190127T024959_20190127T025536_T51STV.tif,2019/1/27,0.348028142,200.2811,,,201.3895,,,196.2239,,183.5764,
765,20190129T023941_20190129T024515_T51STV.tif,2019/1/29,0.308050706,192.7961,,,189.1358,,,180.3257,,181.5412,
766,20190201T024931_20190201T025511_T51STV.tif,2019/2/1,-0.973553028,217.726,,,220.1801,,,303.3076,360.6189,328.5579,366.0451
767,LC08_120035_20190201.tif,2019/2/1,-1.075753291,207.6494,,,223.4145,276.6317,,344.6415,,344.5451,
768,20190211T024841_20190211T025242_T51STV.tif,2019/2/11,0.021917753,192.1812,,,196.6064,,,195.1569,,183.7849,
769,20190216T024809_20190216T025543_T51STV.tif,2019/2/16,-0.4243146,205.2675,,,207.8582,,,206.917,,246.0099,273.0526
770,20190221T024731_20190221T025306_T51STV.tif,2019/2/21,-2.365044364,231.5461,253.1617,,,,414.5631,380.0865,,384.1386,
771,20190223T023719_20190223T024350_T51STV.tif,2019/2/23,-0.8624292,209.4315,,,214.1671,,,212.9002,,264.9878,
772,LE07_120035_20190225.tif,2019/2/25,0.415879962,,,,192.2978,,,186.0302,,,
773,20190313T024541_20190313T025624_T51STV.tif,2019/3/13,0.3932608,192.4515,,,196.9936,,,193.8896,,185.2814,231.0986
774,20190315T023549_20190315T024704_T51STV.tif,2019/3/15,0.576922281,192.4886,,,186.4481,,,178.2805,,178.9811,
775,20190323T024541_20190323T025141_T51STV.tif,2019/3/23,-1.679461208,221.9377,,,,,,343.3741,,351.3193,
776,20190325T023549_20190325T024132_T51STV.tif,2019/3/25,-0.107565289,195.3829,,330.0487,195.9915,,224.8977,195.5578,249.5278,190.0935,261.5544
777,20190328T024649_20190328T025528_T51STV.tif,2019/3/28,0.674720067,193.0634,,,184.6717,,,178.08,,183.2517,
778,20190330T023551_20190330T024431_T51STV.tif,2019/3/30,0.146475825,194.0692,,,189.2953,,,189.8871,,181.0431,
779,20190402T024551_20190402T025733_T51STV.tif,2019/4/2,-0.846236108,219.0676,,,232.5249,,,337.8391,,335.6925,401.9944
780,20190412T024551_20190412T025207_T51STV.tif,2019/4/12,0.793616392,188.3036,,,179.8885,,,175.946,,181.8659,
781,20190414T023559_20190414T024729_T51STV.tif,2019/4/14,0.609508656,193.897,,,185.7421,,,178.97,,181.3353,
782,LE07_120035_20190414.tif,2019/4/14,0.559630964,,,,185.8919,,,,,,
783,20190417T024549_20190417T025336_T51STV.tif,2019/4/17,-1.009141558,225.2406,,,232.3656,,,305.6776,,337.1972,
784,20190419T023551_20190419T024441_T51STV.tif,2019/4/19,-1.834811375,,,,,,,,,,
785,20190502T024551_20190502T025639_T51STV.tif,2019/5/2,-0.7287236,212.5378,,,223.961,,344.3802,296.4659,356.386,331.2103,357.995
786,20190507T024559_20190507T025339_T51STV.tif,2019/5/7,-0.814275353,220.0607,,,222.8905,,,280.185,318.3476,318.414,344.0407
787,20190509T023551_20190509T024218_T51STV.tif,2019/5/9,0.2783477,190.5591,,,187.5188,,,187.5769,,179.5383,
788,20190512T024551_20190512T025712_T51STV.tif,2019/5/12,1.1710693,183.037,,,177.2009,,,165.8844,,181.5412,
789,20190519T023551_20190519T024442_T51STV.tif,2019/5/19,-1.241417425,219.8999,,402.5659,222.344,,390.9894,335.4006,386.5457,345.7498,383.1026
790,20190522T024551_20190522T025729_T51STV.tif,2019/5/22,-0.109615067,196.1595,,230.6768,196.766,,221.5154,188.79,223.3296,209.2866,
791,20190603T023559_20190603T024139_T51STV.tif,2019/6/3,-0.932185219,222.0708,,390.1452,231.406,,374.3342,298.9301,376.0019,341.1487,365.9798
792,20190611T024551_20190611T025208_T51STV.tif,2019/6/11,1.37952335,187.0484,,,176.4949,,,169.1669,,178.2398,
793,20190618T023551_20190618T024442_T51STV.tif,2019/6/18,-0.719113875,207.0292,,,207.4937,,,234.7085,,292.908,
794,20190623T023559_20190623T024732_T51STV.tif,2019/6/23,0.876638858,190.2888,,,179.1142,,,168.3604,,178.0334,192.6395
795,20190626T024559_20190626T025133_T51STV.tif,2019/6/26,1.055501011,189.324,,,180.7313,,,170.701,,177.7801,
796,20190701T024551_20190701T024641_T51STV.tif,2019/7/1,-0.316895633,204.3303,,,204.6239,,,224.533,,268.3763,
797,20190703T023559_20190703T024227_T51STV.tif,2019/7/3,-0.683668664,217.4765,,,215.5793,,,268.2464,,307.2121,
798,LE07_120035_20190703.tif,2019/7/3,-0.663891059,,,,,,,,,,
799,20190708T023551_20190708T024111_T51STV.tif,2019/7/8,1.383250725,185.1451,,,178.818,,,174.9824,,181.3353,
800,20190711T024551_20190711T025640_T51STV.tif,2019/7/11,1.2389522,180.763,,,175.1055,,,165.185,,182.9687,
801,LC08_120035_20190711.tif,2019/7/11,1.183311447,,,,,,,181.59,,,
802,20190713T023559_20190713T024733_T51STV.tif,2019/7/13,0.286701264,194.4182,,,183,,,,,197.4835,
803,20190721T024551_20190721T025014_T51STV.tif,2019/7/21,0.301482933,190.557,,,178.2031,,,185.7217,,176.6476,
804,20190726T024559_20190726T025133_T51STV.tif,2019/7/26,1.168629197,188.3222,,,180.0481,,,170.2158,,183.0458,
805,20190807T023551_20190807T023944_T51STV.tif,2019/8/7,1.339594575,,,,,,,,,,
806,20190815T024549_20190815T025048_T51STV.tif,2019/8/15,-0.653226972,210.4643,,,218.3353,,,257.7998,285.3342,294.8459,
807,20190817T023551_20190817T024442_T51STV.tif,2019/8/17,-0.49688485,207.0248,,,208.177,,,213.3085,,240.337,
808,20190820T024551_20190820T025326_T51STV.tif,2019/8/20,0.234260842,193.4835,,,189.2042,,,192.4221,229.3056,185.3736,253.0403
809,20190822T023559_20190822T024730_T51STV.tif,2019/8/22,0.887460794,189.4752,,,188.817,,,183.7807,,183.9878,
810,LC08_120035_20190828.tif,2019/8/28,-0.054281833,,,,,,,205.6089,,236.797,
811,20190830T024551_20190830T025734_T51STV.tif,2019/8/30,-0.926207867,219.7352,281.307,,234.5339,278.456,,330.2776,,348.8142,371.3158
812,20190901T023549_20190901T024222_T51STV.tif,2019/9/1,-1.035120817,220.3135,,,225.6692,,,269.538,,321.0988,
813,20190904T024549_20190904T025630_T51STV.tif,2019/9/4,0.368261133,194.0312,,,185.9698,,,194.7912,,182.0492,
814,LE07_120035_20190905.tif,2019/9/5,0.976899303,188.3518,,,,,,175.3195,,186.4111,
815,20190906T023551_20190906T024105_T51STV.tif,2019/9/6,1.018769425,185.5073,,,177.6564,,,171.6428,,180.1554,
816,20190909T024551_20190909T025707_T51STV.tif,2019/9/9,0.455357917,190.5661,,,183.8289,,,175.0894,,180.5668,
817,20190911T023549_20190911T024132_T51STV.tif,2019/9/11,-0.287110036,213.3762,,,215.9437,,,217.9394,,,
818,20190914T024549_20190914T025603_T51STV.tif,2019/9/14,-0.90496505,219.7277,,,225.5782,,321.9854,280.3843,,331.5352,375.9941
819,20190919T024551_20190919T025704_T51STV.tif,2019/9/19,-0.056102783,201.1673,,,203.2573,,,201.4131,283.1617,230.6044,
820,20190921T023549_20190921T024435_T51STV.tif,2019/9/21,0.627649581,186.8816,,,190.138,,,181.0905,,181.8428,
821,20190924T024549_20190924T024806_T51STV.tif,2019/9/24,0.696035,188.6182,,,194.5339,,,176.9733,,184.8429,
822,20190926T023551_20190926T024439_T51STV.tif,2019/9/26,-0.154909075,194.609,,,199.0664,,,203.8606,,228.0388,247.2893
823,20190929T024551_20190929T025647_T51STV.tif,2019/9/29,-1.499572475,220.2444,267.05,,,,401.6131,359.8592,410.1469,373.1394,403.5518
824,20191001T023549_20191001T024132_T51STV.tif,2019/10/1,-1.279880886,211.9567,,371.9149,223.5738,,387.9403,273.6553,350.2315,331.3296,367.713
825,20191009T024621_20191009T024931_T51STV.tif,2019/10/9,0.103743225,193.2202,,,,,,,,,
826,20191014T024649_20191014T025704_T51STV.tif,2019/10/14,-1.364084406,227.9995,282.6241,,228.5845,281.6197,358.8319,336.2515,367.7838,347.7526,374.2291
827,LC08_120035_20191015.tif,2019/10/15,-1.342169862,224.0577,289.5154,,,,,352.5209,,362.9089,
828,20191019T024721_20191019T025457_T51STV.tif,2019/10/19,-0.35157085,189.0868,,,197.2442,,221.6712,199.5009,,222.4093,
829,20191021T023729_20191021T024326_T51STV.tif,2019/10/21,0.429784133,191.0256,,,187.1315,,,180.8765,,181.6278,
830,LE07_120035_20191023.tif,2019/10/23,0.466810428,,,,,,,,,,
831,20191024T024749_20191024T025324_T51STV.tif,2019/10/24,0.332476156,194.168,,,190.753,,,182.6248,,183.1651,
832,20191029T024831_20191029T025006_T51STV.tif,2019/10/29,-1.884785781,231.877,274.3363,,,,,385.5437,,401.1787,430.8058
833,20191031T023829_20191031T024235_T51STV.tif,2019/10/31,-1.169761528,,,351.8039,230.9762,,353.5259,285.7822,364.3767,339.2325,361.3062
834,LC08_120035_20191031.tif,2019/10/31,-1.147519366,192.2936,,356.5854,212.5879,,342.4944,235.2722,,310.6302,
835,20191103T024849_20191103T025524_T51STV.tif,2019/11/3,0.083282522,201.7209,,,,,,,,192.8649,
836,20191105T023901_20191105T024548_T51STV.tif,2019/11/5,0.386878228,205.4866,,,198.383,,,198.9371,,192.0099,
837,20191108T024921_20191108T025453_T51STV.tif,2019/11/8,-0.25081545,204.1348,,,212.9601,,,213.8221,,236.7103,
838,LE07_120035_20191108.tif,2019/11/8,-0.442931792,197.3103,,,211.9351,,,218.8814,,,
839,20191110T023929_20191110T023923_T51STV.tif,2019/11/10,-1.104767803,235.3046,294.5323,451.9544,240.7473,281.8725,414.9594,343.4456,413.0253,350.524,412.6154
840,20191115T023951_20191115T023950_T51STV.tif,2019/11/15,-1.591603367,222.1528,,403.5002,229.5868,289.0334,403.3537,325.2865,380.1734,341.3543,394.1224
841,LC08_120035_20191116.tif,2019/11/16,-1.183702492,206.4711,,,216.0349,,,224.7184,,290.2556,
842,20191118T025011_20191118T025242_T51STV.tif,2019/11/18,-0.318248042,200.5143,,222.753,204.1683,,223.0587,209.298,,226.653,332.8155
843,20191120T024009_20191120T024008_T51STV.tif,2019/11/20,0.476408742,198.1833,,,193.3039,,,191.6943,,183.3706,246.0866
844,20191128T025041_20191128T025543_T51STV.tif,2019/11/28,-2.054739311,231.6416,267.05,444.6873,,,417.293,394.7481,427.7303,400.356,437.9552
845,LC08_120035_20191202.tif,2019/12/2,-0.232981299,,,,,,,194.8512,,213.3774,
846,20191203T025059_20191203T025053_T51STV.tif,2019/12/3,-0.023450794,195.7116,,,201.6174,,,201.7628,,218.4577,
847,20191205T024101_20191205T024057_T51STV.tif,2019/12/5,0.201402217,191.0256,,,187.063,,,187.0918,,179.8306,
848,20191208T025111_20191208T025726_T51STV.tif,2019/12/8,-0.514270481,201.39,,,206.0131,,,205.0452,,238.3018,
849,20191210T024109_20191210T024104_T51STV.tif,2019/12/10,-1.438333475,228.1373,270.7253,,,,369.5255,345.1694,,352.5593,376.8539
850,LE07_120035_20191210.tif,2019/12/10,-1.578642464,,,,,,,361.6216,,,
851,20191218T025121_20191218T025306_T51STV.tif,2019/12/18,0.0752679,191.985,,,197.9959,,,196.0044,,216.0976,246.9759
852,LC08_120035_20191218.tif,2019/12/18,0.191501553,,,,,,,182.1681,,190.7108,
853,20191220T024119_20191220T024116_T51STV.tif,2019/12/20,0.555437086,189.9813,,,181.8245,,,174.7397,,181.66,
854,20191223T025119_20191223T025712_T51STV.tif,2019/12/23,-0.666342567,210.8883,,,214.1898,,,215.6774,,239.3627,326.6008
855,20191228T025121_20191228T025604_T51STV.tif,2019/12/28,-2.02982095,225.9964,273.8034,411.7472,,,400.3831,355,390.8321,357.8871,389.2739
856,20191230T024119_20191230T024555_T51STV.tif,2019/12/30,-1.046461758,207.9413,,,212.8006,,,218.9883,,,323.112
857,LC08_120035_20200103.tif,2020/1/3,0.202821535,196.8832,,,185.3539,,,185.2364,,176.8535,
858,20200104T024111_20200104T024429_T51STV.tif,2020/1/4,0.178793575,196.1144,,,190.138,,,185.315,,182.3962,
859,20200112T025059_20200112T025053_T51STV.tif,2020/1/12,-2.232020128,234.955,269.7238,,,,,382.3681,,390.212,
860,20200114T024041_20200114T024042_T51STV.tif,2020/1/14,-1.215397144,220.5661,,,216.2626,,,242.5935,,312.752,
861,20200117T025031_20200117T025230_T51STV.tif,2020/1/17,0.435064619,192.9644,,,187.1315,,,187.7411,,180.4802,
862,20200119T024019_20200119T024022_T51STV.tif,2020/1/19,0.324129956,196.1144,,,187.7464,,,183.11,,178.9753,207.6331
863,20200124T024001_20200124T024004_T51STV.tif,2020/1/24,-2.127714831,230.6397,278.1494,,,,400.4105,372.5707,410.5014,373.5833,403.8192
864,20200201T024929_20200201T025631_T51STV.tif,2020/2/1,0.201099136,198.2499,,,190.6846,,,191.4803,,181.5735,
865,20200203T023911_20200203T024459_T51STV.tif,2020/2/3,0.270397092,193.4031,,,185.5143,,,178.5074,,,
866,20200208T023849_20200208T023846_T51STV.tif,2020/2/8,-1.927819739,233.5711,270.7988,,,,,377.4692,,392.2474,
867,20200213T023821_20200213T024705_T51STV.tif,2020/2/13,-0.657875542,196.7131,,,205.011,,,198.6945,,227.3025,
868,20200216T024801_20200216T025538_T51STV.tif,2020/2/16,0.570084667,195.8441,,,190.753,,,190.5669,,186.0231,
869,20200218T023749_20200218T023746_T51STV.tif,2020/2/18,-0.0787783,204.4477,,,200.8429,,223.1912,197.1602,,208.7576,
870,LC08_120035_20200220.tif,2020/2/20,-1.177672835,217.3043,,,,,374.9645,342.4543,,346.7688,
871,20200223T023711_20200223T024412_T51STV.tif,2020/2/23,-2.015246431,227.9363,265.5798,453.4021,,,424.6076,385.9216,424.268,388.8263,424.001
872,20200226T024651_20200226T024744_T51STV.tif,2020/2/26,-1.457227875,220.6474,,,228.1291,289.5117,,336.2071,,339.6439,362.5088
873,20200302T024619_20200302T025725_T51STV.tif,2020/3/2,0.473679336,193.433,,,188.8398,,,189.8389,,182.9268,
874,20200304T023601_20200304T024118_T51STV.tif,2020/3/4,0.350412844,191.3127,,,184.4439,,,181.5757,,178.1648,
875,20200312T024549_20200312T024852_T51STV.tif,2020/3/12,-1.588295417,226.7314,,372.9442,224.4393,,381.4575,312.8445,369.0769,339.4382,365.1445
876,20200314T023551_20200314T024435_T51STV.tif,2020/3/14,0.08288605,202.8255,,,204.4643,,,201.3845,,216.8663,
877,LE07_120035_20200315.tif,2020/3/15,0.755108712,,,,,,,191.7227,,177.3954,
878,20200317T024541_20200317T025335_T51STV.tif,2020/3/17,0.631070186,188.6366,,,184.6717,,,181.7114,,180.8049,
879,20200319T023549_20200319T024722_T51STV.tif,2020/3/19,-0.256450969,195.1052,,,193.3039,,,193.6066,,195.6365,
880,20200322T024549_20200322T024852_T51STV.tif,2020/3/22,-1.415858483,240.7857,270.7253,,,,,355.2379,,359.8126,
881,LC08_120035_20200323.tif,2020/3/23,-1.639677185,,,,,,,360.2972,,370.2814,
882,20200324T023551_20200324T024330_T51STV.tif,2020/3/24,-1.6655727,226.9337,264.5047,,,,,355.7232,,369.3936,418.4201
883,20200327T024541_20200327T025729_T51STV.tif,2020/3/27,-1.027414264,212.0899,,,212.6411,,344.0728,255.1923,343.8593,320.2437,348.1762
884,20200401T024549_20200401T025705_T51STV.tif,2020/4/1,0.694209439,191.7262,,,187.3592,,,183.217,,181.3353,214.3757
885,20200403T023541_20200403T023935_T51STV.tif,2020/4/3,0.338362153,193.2675,,,188.5892,,,184.2947,,180.1554,
886,20200411T024539_20200411T025237_T51STV.tif,2020/4/11,-0.648496808,210.7001,,,213.2561,,,217.7753,,,
887,20200413T023551_20200413T024437_T51STV.tif,2020/4/13,0.76585535,190.4743,,,181.665,,,176.488,,179.744,
888,20200418T023549_20200418T024719_T51STV.tif,2020/4/18,-0.183625269,203.1956,,,195.536,,,201.1705,,236.5047,
889,20200421T024539_20200421T025119_T51STV.tif,2020/4/21,-1.152469725,230.3103,268.6578,404.0396,,,380.0482,353.0045,,357.1603,431.9152
890,20200423T023551_20200423T024357_T51STV.tif,2020/4/23,-1.303315225,229.8096,265.6442,,,,,352.3052,,365.1823,
891,LC08_120035_20200424.tif,2020/4/24,-1.148631607,216.367,,,234.8937,298.7089,,330.5656,,342.6534,
892,20200426T024551_20200426T024638_T51STV.tif,2020/4/26,-0.609186158,207.7714,,,204.6239,,,224.0191,,287.8956,
893,20200428T023549_20200428T024442_T51STV.tif,2020/4/28,0.285070292,192.9644,,,193.3723,,,191.5871,,192.746,
894,20200501T024539_20200501T025327_T51STV.tif,2020/5/1,0.928096108,191.0946,,,181.3463,,,176.3811,,184.226,
895,20200506T024551_20200506T025705_T51STV.tif,2020/5/6,-1.239089117,232.9842,272.0667,,,,,339.0613,382.595,359.1631,422.514
896,LC08_120035_20200510.tif,2020/5/10,-0.331806592,201.39,,,198.8386,,,202.8117,,230.9618,
897,20200511T024549_20200511T025329_T51STV.tif,2020/5/11,0.229094703,199.9153,,,194.5339,,,194.7912,,201.5908,232.1472
898,20200513T023551_20200513T024443_T51STV.tif,2020/5/13,1.120454,191.9306,,,182.3484,,,175.5176,,187.1345,
899,20200518T023549_20200518T024724_T51STV.tif,2020/5/18,-0.069273511,199.387,,,186,,,194.0932,,210.2343,248.4919
900,LE07_120035_20200518.tif,2020/5/18,-0.282353523,,,,194.6023,,,196.2305,,,
901,20200521T024549_20200521T025331_T51STV.tif,2020/5/21,-0.913810047,215.0991,,,206.7312,,,261.2684,,322.2465,358.4219
902,20200523T023551_20200523T024332_T51STV.tif,2020/5/23,-0.97351275,209.485,,322.638,211.3429,,347.1055,256.0926,339.399,320.0661,348.8142
903,20200528T023549_20200528T024537_T51STV.tif,2020/5/28,0.777676533,192.5646,,,180.8907,,,175.1122,,182.9405,
904,20200602T023601_20200602T024000_T51STV.tif,2020/6/2,0.347407697,194.4023,,,188.5892,,,182.0904,,182.6021,218.9946
905,LE07_120035_20200603.tif,2020/6/3,-0.501809159,,,,,,,,,,
906,20200607T023549_20200607T024726_T51STV.tif,2020/6/7,-0.688134581,218.6365,,,211.6389,,,241.8966,,287.9966,
907,20200622T023551_20200622T024249_T51STV.tif,2020/6/22,-0.609199725,,,,,,,217.0778,,,
908,20200707T023549_20200707T024726_T51STV.tif,2020/7/7,-0.291049175,205.9383,,,200.1596,,,198.4555,,221.2292,
909,20200710T024549_20200710T025332_T51STV.tif,2020/7/10,0.738370597,189.6289,,,182.4394,,,177.066,,183.2517,202.2148
910,20200715T024551_20200715T025520_T51STV.tif,2020/7/15,0.906410958,184.41,,,178.6587,,,169.6969,,180.9239,195.7153
911,20200720T024549_20200720T025126_T51STV.tif,2020/7/20,-0.490836975,203.7974,,,205.1704,,,213.1939,,266.7217,
912,20200725T024551_20200725T025742_T51STV.tif,2020/7/25,0.694734067,186.8317,,,182.895,,209.5858,177.8476,,183.3252,
913,20200727T023549_20200727T024344_T51STV.tif,2020/7/27,1.436715383,187.0149,,,178.2031,,,167.9504,,181.5412,
914,20200801T023551_20200801T024723_T51STV.tif,2020/8/1,-0.10868725,,,,,,,199.2371,,245.7608,
915,20200819T024549_20200819T025732_T51STV.tif,2020/8/19,-0.765803589,218.1083,,354.2741,215.9437,,359.6665,296.7343,384.1513,310.1863,394.1575
916,20200829T024549_20200829T025352_T51STV.tif,2020/8/29,0.410485747,196.9107,,,188.9764,,,178.3899,,182.4355,219.2344
